,customerid,pred_failure,lat,long
62943,104194,0.015182916584981691,-23.5412235,-46.5657758
62731,104326,0.03639103630133331,-23.5309826,-46.5789526
62732,104730,0.03394204228990017,-23.5292917,-46.5757899
62733,104626,0.030876161274098358,-23.5290524,-46.5675827
62734,104273,0.015936167590710298,-23.5286576,-46.55614
62735,105021,0.04251395468493402,-23.5346605,-46.5648723
62736,105141,0.012958332784560236,-23.5342162,-46.5678838
62737,104693,0.014007667059849543,-23.5376875,-46.5736062
62738,104765,0.01071746602486282,-23.5371696,-46.5781243
62739,110364,0.03212406594379572,-23.631305800000003,-46.6351629
62740,110855,0.008286636032863105,-23.63618360000001,-46.6387064
62741,110665,0.016909157290225803,-23.6371086,-46.6433059
62742,110709,0.02355714989194458,-23.633992300000006,-46.64677460000001
62743,110779,0.018698703552561122,-23.648001,-46.6444369
62744,110662,0.034172656496881,-23.6574847,-46.6528831
62745,110389,0.01759420222863144,-23.657058,-46.6456434
62746,110467,0.030077801284771014,-23.6655508,-46.6402898
62747,110565,0.01981303593414205,-23.658997600000006,-46.6375001
62862,103091,0.10450107964798352,-23.6800472,-46.7619057
62863,102934,0.02957172653645286,-23.6874457,-46.7643244
62864,103573,0.019243558849074957,-23.6907268,-46.7643244
62865,103287,0.039168912481679086,-23.690768,-46.7842831
62866,102947,0.021137429797368767,-23.6949017,-46.7876103
62867,102912,0.01839565885693967,-23.6951154,-46.7826196
62868,103229,0.07231768689274352,-23.6996873,-46.7824683
62869,102925,0.01540311732996087,-23.6986374,-46.7733955
62870,102983,0.02005082319796606,-23.6986374,-46.7733955
62871,103222,0.04326577168558447,-23.7184662,-46.7643244
62872,103000,0.021174982872714593,-23.7246505,-46.7597894
62873,103381,0.03837054609998983,-23.7356293,-46.7906352
62874,102971,0.06076065631429684,-23.6965994,-46.7821659
62875,103586,0.01745282243682069,-23.6949017,-46.7876103
62876,103558,0.023696023298076668,-23.6870401,-46.7873078
62877,103558,0.01946825245963177,-23.6870401,-46.7873078
62878,103387,0.01967697879223424,-23.6882461,-46.7821659
62879,103040,0.0158339153078653,-23.6884522,-46.776722
62880,103043,0.013884127303472339,-23.6881385,-46.7758148
62881,103264,0.023578320933655795,-23.6791891,-46.7758148
62882,102944,0.011781380026618484,-23.6770627,-46.7735467
62883,103391,0.020286508293708948,-23.6784491,-46.7643999
62884,106481,0.08658329536339603,-23.6528914,-46.7670455
62885,106462,0.029491014152867784,-23.6485762,-46.76825520000001
62886,106802,0.017494692202667923,-23.650640600000006,-46.7752099
62887,106614,0.02409398033860677,-23.6440779,-46.7812585
62888,106505,0.010917520603364459,-23.6467032,-46.7836782
62889,106617,0.01289204292999995,-23.6467032,-46.7836782
62890,106614,0.014536762095422906,-23.6440779,-46.7812585
62891,106303,0.016712021090120304,-23.6468971,-46.78337570000001
62892,106303,0.015722340496214387,-23.6468971,-46.78337570000001
62893,106847,0.010598769335383713,-23.6471209,-46.784888
62894,106270,0.027729970140538587,-23.6452855,-46.7700692
62895,106129,0.010133971115491426,-23.6470517,-46.7626615
62896,105999,0.008672770675363662,-23.647908800000003,-46.760394
62897,106745,0.011044031374870044,-23.647908800000003,-46.760394
62898,106419,0.0052084674824970385,-23.643699800000004,-46.7568418
62899,106390,0.012114998565051036,-23.639661,-46.7546502
62900,106575,0.010614399544601872,-23.6334573,-46.752232
62901,107048,0.012435850944322,-23.6336817,-46.7597894
62902,106643,0.011400873967330647,-23.6408399,-46.7597894
62903,106299,0.02095009858885231,-23.6385813,-46.7674991
62904,106960,0.013054997774073132,-23.6403185,-46.7643244
62905,106008,0.01114899717931013,-23.6358743,-46.7661385
62906,107048,0.012759451855212768,-23.6336817,-46.7597894
62907,106646,0.014255451547538088,-23.6291331,-46.7552548
62908,106062,0.024682688745597123,-23.6249275,-46.76553370000001
62909,106274,0.015674926735146654,-23.6272204,-46.7507962
62910,106293,0.010141854435575526,-23.6322936,-46.7480004
62911,106422,0.011302346437921981,-23.6307732,-46.752232
62912,110012,0.04073725548989107,-23.6115171,-46.6941538
62913,109990,0.0187913783084414,-23.6127486,-46.6906064
62914,110142,0.01579343022797887,-23.593625600000006,-46.68766289999999
62915,110107,0.02653841068684337,-23.5816435,-46.6780036
62916,110121,0.013848368781261056,-23.6007031,-46.6773245
62917,110176,0.029245095385697733,-23.6198243,-46.6860781
62918,110019,0.01238324004724572,-23.6198683,-46.6915876
62824,103729,0.07291527178777989,-23.5419284,-46.7036653
62825,108628,0.06789312327509928,-23.5370156,-46.6915876
62826,108822,0.008200796567255624,-23.5381249,-46.6833613
62827,108814,0.007529938340322382,-23.5392465,-46.6820784
62828,109611,0.005989418390230937,-23.5352802,-46.6794373
62829,108800,0.005604056458740193,-23.5341758,-46.6848706
62830,109180,0.009315941618528457,-23.5296885,-46.6900026
62831,109108,0.009762509426635972,-23.5349052,-46.686983700000006
62832,109019,0.004315626708597278,-23.5335506,-46.6830594
62833,109754,0.004423179627535111,-23.5335506,-46.6830594
62834,108767,0.0048720543787366495,-23.5367198,-46.6855498
62835,108767,0.004348205819297366,-23.5367198,-46.6855498
62836,108767,0.004188125441377719,-23.5367198,-46.6855498
62837,109780,0.005853684145551055,-23.5314332,-46.6872856
62838,109158,0.014421730090434846,-23.5309716,-46.6882622
62839,109355,0.017673793393469684,-23.5367198,-46.6855498
62840,109143,0.005379461323714799,-23.5338799,-46.67883370000001
62841,108535,0.010102045777877669,-23.5300037,-46.6848706
62842,108633,0.00589004468428623,-23.5381249,-46.6833613
62843,109237,0.006999722779728563,-23.5392465,-46.6820784
62844,109109,0.003989120242932101,-23.5366513,-46.67823
62845,109106,0.004168923227007282,-23.5366513,-46.67823
62846,108605,0.003138522874045803,-23.5368744,-46.6797391
62847,109017,0.012661361238672855,-23.5390954,-46.6758154
62848,109194,0.004454912331499058,-23.5372326,-46.6773245
62849,109307,0.0047962713816247105,-23.5372326,-46.6773245
62850,109613,0.006968054695448711,-23.542641600000003,-46.6740046
62851,108677,0.0037399226014241675,-23.5408991,-46.6706849
62852,109524,0.005809040655181428,-23.5349105,-46.6688743
62853,108760,0.003137422699053377,-23.5344936,-46.6676672
62854,109164,0.015354899645584208,-23.5355517,-46.6655549
62855,103858,0.02817782652696596,-23.5505199,-46.6333094
62856,108748,0.012034364410884046,-23.542641600000003,-46.6740046
62857,109205,0.011810820374834753,-23.5408569,-46.6772491
62858,109196,0.008016729257259233,-23.5392465,-46.6820784
62859,103692,0.03208854429451056,-23.5477182,-46.6930217
62860,103648,0.043602479665977883,-23.5567476,-46.6984564
62861,103685,0.03494658847417377,-23.5508982,-46.7177848
